ACD,FOUT_avg,FOUT_max,FOUT_sum,MLOC_avg,MLOC_max,MLOC_sum,NBD_avg,NBD_max,NBD_sum,NOF_avg,NOF_max,NOF_sum,NOI,NOM_avg,NOM_max,NOM_sum,NOT,NSF_avg,NSF_max,NSF_sum,NSM_avg,NSM_max,NSM_sum,PAR_avg,PAR_max,PAR_sum,TLOC,VG_avg,VG_max,VG_sum,CompilationUnit,bug
0,0.5,1,1,2.5,5,5,1.5,2,3,0,0,0,0,1,1,1,1,2,2,2,1,1,1,0.5,1,1,16,1.5,2,3,1,0
0,0.5,1,3,1,1,6,1,1,6,0,0,0,0,6,6,6,1,0,0,0,0,0,0,0.5,2,3,25,1,1,6,1,0
0,0,0,0,1,1,2,1,1,2,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0.5,1,1,12,1,1,2,1,0
0,0,0,0,1,1,2,1,1,2,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0.5,1,1,12,1,1,2,1,0
0,0,0,0,1,1,2,1,1,2,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0.5,1,1,12,1,1,2,1,0
0,0.5,1,1,1,1,2,1,1,2,0,0,0,0,2,2,2,1,0,0,0,0,0,0,1,2,2,12,1,1,2,1,0
0,2.454545455,9,27,3.636363636,12,40,1.272727273,2,14,4,4,4,0,11,11,11,1,0,0,0,0,0,0,0.636363636,1,7,71,1.545454545,3,17,1,0
0,0.5,1,1,2.5,5,5,1.5,2,3,0,0,0,0,1,1,1,1,2,2,2,1,1,1,0.5,1,1,16,1.5,2,3,1,1
0,18,28,54,22,32,66,2.333333333,4,7,3,3,3,0,2,2,2,1,2,2,2,1,1,1,1.333333333,3,4,94,3.666666667,6,11,1,2
0,3.026315789,10,115,4.578947368,22,174,1.210526316,3,46,1,1,1,0,35,35,35,1,3,3,3,3,3,3,1.763157895,3,67,260,1.605263158,7,61,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,2,2,6,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,0,0,0,0,0,0,0,0.75,2,3,8,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0.5,1,1,6,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,10,10,0,2,2,2,0,0,0,0.5,1,5,17,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,7,0,0,0,0,0,0,0,2.142857143,3,15,12,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,0,0,0,0,0,0,0,1.6,4,8,9,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,29,29,0,0,0,0,0,0,0,0.586206897,1,17,34,0,0,0,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,9,0,0,0,0,0,0,0,0.444444444,2,4,13,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,1.333333333,2,4,7,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0.5,1,1,6,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,0,0,0,0,0,0,0,0.4,1,2,10,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,10,10,0,0,0,0,0,0,0,0.4,1,4,15,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,7,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,3,5,9,7,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,8,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,19,19,0,0,0,0,0,0,0,0.052631579,1,1,25,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,1,2,3,7,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,7,0,3,3,3,0,0,0,0.714285714,4,5,16,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,6,0,0,0,0,0,0,0,0.5,1,3,11,0,0,0,1,1
1,1.555555556,11,28,3.722222222,18,67,1.666666667,5,30,0,0,0,0,1,1,1,1,2,2,2,17,17,17,4.611111111,13,83,132,1.722222222,6,31,1,2
0,0,0,0,0.666666667,1,2,1,1,3,0,0,0,0,1,1,1,1,0,0,0,2,2,2,1.666666667,3,5,16,1,1,3,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,0,0,0,0,0,0,0,3.75,6,15,11,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,1.666666667,4,5,8,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,0,0,0,0,0,0,0,2.2,6,11,14,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,4,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,7,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0
0,4.090909091,30,45,9.090909091,66,100,1.818181818,6,20,5,5,5,0,11,11,11,1,0,0,0,0,0,0,0.727272727,2,8,148,3.454545455,22,38,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,2,2,6,0,0,0,1,0
0,2.913043478,9,67,4.260869565,15,98,1.695652174,4,39,2,2,2,0,17,17,17,1,5,5,5,6,6,6,1.217391304,3,28,177,1.826086957,5,42,1,1
0,4,22,52,15.92307692,53,207,2.076923077,4,27,5,8,10,0,6.5,10,13,1,0.5,1,1,0,0,0,2.153846154,5,28,251,6.153846154,19,80,1,0
0,4.103448276,20,238,6.75862069,28,392,1.913793103,5,111,2,2,2,0,58,58,58,1,7,7,7,0,0,0,1.103448276,3,64,552,2.551724138,9,148,1,4
1,4.821428571,20,135,9.857142857,66,276,2.214285714,6,62,3,3,3,0,28,28,28,1,6,6,6,0,0,0,1.25,7,35,370,3.464285714,18,97,1,4
1,3.725,22,149,5.675,34,227,1.575,4,63,1.5,2,3,0,19.5,37,39,1,2,4,4,0.5,1,1,1.7,9,68,360,2.15,9,86,1,4
1,3.75,18,135,6.861111111,31,247,1.916666667,4,69,4,4,4,0,36,36,36,1,8,8,8,0,0,0,1.722222222,13,62,358,2.777777778,11,100,1,2
1,3.555555556,10,32,6.555555556,21,59,1.777777778,4,16,2,2,2,0,9,9,9,1,3,3,3,0,0,0,2,10,18,101,2.111111111,6,19,1,1
1,5,13,45,8.333333333,24,75,2,4,18,0,0,0,0,9,9,9,1,2,2,2,0,0,0,2.888888889,10,26,112,2.888888889,9,26,1,0
1,4.454545455,13,49,8,24,88,2,4,22,1,1,1,0,11,11,11,1,1,1,1,0,0,0,2.454545455,9,27,131,2.909090909,9,32,1,1
1,3.5,14,91,6.076923077,24,158,1.692307692,4,44,1,1,1,0,26,26,26,1,7,7,7,0,0,0,1.461538462,9,38,247,2.538461538,9,66,1,2
0,0.5,1,1,2.5,5,5,1.5,2,3,0,0,0,0,1,1,1,1,2,2,2,1,1,1,0.5,1,1,16,1.5,2,3,1,0
1,6.307692308,30,82,17.07692308,70,222,2.230769231,4,29,1.25,3,5,0,2,3,8,1,0.25,1,1,1.25,5,5,1.769230769,7,23,288,5.307692308,16,69,1,1
0,3.071428571,19,43,13.57142857,66,190,1.642857143,6,23,2.5,5,5,0,7,8,14,1,5,10,10,0,0,0,2.571428571,6,36,244,5.142857143,23,72,1,0
3,4.75,25,247,8.673076923,42,451,2.25,6,117,2.5,6,10,0,12.5,40,50,1,0.75,3,3,0.5,2,2,1.115384615,4,58,627,2.923076923,12,152,1,3
0,2.466666667,14,37,6.533333333,37,98,1.533333333,5,23,7,7,7,0,14,14,14,1,10,10,10,1,1,1,1.133333333,5,17,154,2.6,11,39,1,0
0,1.666666667,8,40,2.541666667,16,61,1.125,3,27,3,3,3,0,24,24,24,1,1,1,1,0,0,0,2.5,9,60,119,1.458333333,5,35,1,0
0,0.5,1,1,2.5,5,5,1.5,2,3,0,0,0,0,1,1,1,1,2,2,2,1,1,1,0.5,1,1,16,1.5,2,3,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0
0,6.090909091,17,67,6,13,66,1.818181818,3,20,3,3,3,0,11,11,11,1,0,0,0,0,0,0,0.545454545,3,6,103,2.363636364,5,26,1,0
0,2.636363636,8,29,5.181818182,20,57,1.545454545,3,17,4,4,4,0,10,10,10,1,0,0,0,1,1,1,0.727272727,4,8,94,1.727272727,5,19,1,0
0,1.6875,9,27,1.5,6,24,1.0625,2,17,1,1,1,0,16,16,16,1,0,0,0,0,0,0,0.5,5,8,75,1.0625,2,17,1,0
0,7.666666667,14,23,5.666666667,9,17,1.666666667,2,5,0,0,0,0,3,3,3,1,0,0,0,0,0,0,1,2,3,35,2,3,6,1,0
0,5,15,40,5.5,11,44,1.625,2,13,0,0,0,0,8,8,8,1,0,0,0,0,0,0,0.75,2,6,73,2.25,5,18,1,0
0,1.666666667,4,5,1,1,3,1,1,3,0,0,0,0,3,3,3,1,0,0,0,0,0,0,0.666666667,2,2,15,1,1,3,1,0
0,10,21,70,11.14285714,21,78,2.857142857,4,20,0,0,0,0,7,7,7,1,0,0,0,0,0,0,1.571428571,4,11,112,2.857142857,4,20,1,1
0,1.735294118,5,59,1.823529412,7,62,1.235294118,3,42,1,1,1,0,34,34,34,1,1,1,1,0,0,0,0.941176471,3,32,186,1.323529412,5,45,1,0
0,0.5,1,1,2.5,5,5,1.5,2,3,0,0,0,0,1,1,1,1,2,2,2,1,1,1,0.5,1,1,16,1.5,2,3,1,0
0,3.4375,29,440,5.15625,31,660,1.6640625,6,213,7.333333333,21,22,0,42.66666667,119,128,1,1.666666667,5,5,0,0,0,0.65625,7,84,1007,1.9765625,9,253,1,5
0,3.681818182,20,81,2.818181818,13,62,1.363636364,3,30,2,2,2,0,22,22,22,1,0,0,0,0,0,0,0.227272727,3,5,124,1.5,5,33,1,1
0,5.666666667,9,17,5.666666667,9,17,2,3,6,0,0,0,0,3,3,3,1,0,0,0,0,0,0,1,2,3,34,2,3,6,1,0
0,5.916666667,18,71,4.916666667,12,59,1.666666667,3,20,2,2,2,0,12,12,12,1,0,0,0,0,0,0,0.416666667,2,5,96,2.083333333,5,25,1,0
0,8.857142857,40,62,18.71428571,94,131,1.857142857,4,13,0,0,0,0,7,7,7,1,1,1,1,0,0,0,0.857142857,1,6,168,5.571428571,27,39,1,1
0,0.222222222,2,2,1,1,9,1,1,9,0,0,0,0,9,9,9,1,0,0,0,0,0,0,0.222222222,1,2,34,1,1,9,1,0
0,9.75,19,78,13.625,24,109,3,5,24,0,0,0,0,8,8,8,1,0,0,0,0,0,0,1.75,5,14,144,3.875,6,31,1,1
0,1.7,2,17,1,1,10,1,1,10,0,0,0,0,10,10,10,1,0,0,0,0,0,0,0.2,2,2,36,1,1,10,1,0
1,5.144927536,31,355,7.275362319,68,502,2,7,138,12,12,12,0,68,68,68,1,0,0,0,1,1,1,0.15942029,2,11,682,2.898550725,19,200,1,4
0,3.166666667,7,19,3.666666667,6,22,1.5,2,9,1,1,1,0,6,6,6,1,0,0,0,0,0,0,0.333333333,2,2,43,1.5,2,9,1,0
1,4.460176991,24,504,6.557522124,46,741,1.734513274,6,196,3,18,21,0,16.14285714,79,113,1,0.285714286,2,2,0,0,0,0.522123894,4,59,1050,2.300884956,13,260,1,12
0,2,7,18,3.222222222,10,29,1.333333333,2,12,2,2,2,0,8,8,8,1,0,0,0,1,1,1,0.666666667,2,6,59,1.555555556,4,14,1,1
1,4.9,25,98,9.45,36,189,2.15,4,43,3,3,3,0,19,19,19,1,2,2,2,1,1,1,0.4,2,8,259,3.05,8,61,1,0
0,1.347826087,15,31,2.130434783,17,49,1.130434783,3,26,2,2,2,0,23,23,23,1,1,1,1,0,0,0,0.304347826,1,7,107,1.304347826,6,30,1,0
0,0,0,0,1,1,3,1,1,3,0,0,0,0,3,3,3,1,0,0,0,0,0,0,0.333333333,1,1,12,1,1,3,1,1
0,0.142857143,1,1,1,1,7,1,1,7,0,0,0,0,7,7,7,1,0,0,0,0,0,0,0.142857143,1,1,28,1,1,7,1,0
1,2.285714286,15,32,3.642857143,24,51,1.5,5,21,5,5,5,0,14,14,14,1,0,0,0,0,0,0,0.5,2,7,87,1.5,5,21,1,0
0,0.5,1,1,2.5,5,5,1.5,2,3,0,0,0,0,1,1,1,1,2,2,2,1,1,1,0.5,1,1,18,1.5,2,3,1,0
0,0.571428571,3,8,1.214285714,4,17,1,1,14,6,6,6,0,14,14,14,1,0,0,0,0,0,0,0.642857143,3,9,62,1,1,14,1,0
4,5.063492063,41,319,9.111111111,55,574,1.888888889,6,119,17,17,17,0,63,63,63,1,4,4,4,0,0,0,0.857142857,6,54,775,2.53968254,12,160,1,0
0,4.222222222,17,76,7.277777778,29,131,1.777777778,4,32,3,3,3,0,18,18,18,1,1,1,1,0,0,0,2.277777778,6,41,196,2.5,12,45,1,2
0,4.947019868,71,747,8.158940397,213,1232,1.543046358,4,233,6,6,6,0,151,151,151,1,1,1,1,0,0,0,1,2,151,1690,3.006622517,57,454,1,2
0,11.31818182,115,249,12.95454545,119,285,1.636363636,5,36,8,8,8,0,22,22,22,1,3,3,3,0,0,0,1.090909091,4,24,356,4.136363636,30,91,1,0
0,0.5,1,1,2.5,5,5,1.5,2,3,0,0,0,0,1,1,1,1,2,2,2,1,1,1,0.5,1,1,16,1.5,2,3,1,0
0,3.913043478,23,90,7.043478261,23,162,1.739130435,5,40,8,8,8,0,23,23,23,1,0,0,0,0,0,0,1.130434783,3,26,242,2.52173913,8,58,1,1
2,4.333333333,18,26,15.33333333,46,92,2.5,7,15,13,13,13,0,6,6,6,1,0,0,0,0,0,0,1.333333333,6,8,136,2.833333333,10,17,1,2
0,1.727272727,11,19,3.272727273,18,36,1.272727273,3,14,6,6,6,0,11,11,11,1,0,0,0,0,0,0,0.454545455,2,5,73,1.727272727,7,19,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,7,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0
0,0.375,2,3,1.25,3,10,1,1,8,3,3,3,0,8,8,8,1,0,0,0,0,0,0,0.375,3,3,39,1,1,8,1,0
0,1.454545455,4,16,1.454545455,5,16,1.090909091,2,12,2,2,2,0,11,11,11,1,0,0,0,0,0,0,0.363636364,2,4,51,1.090909091,2,12,1,0
0,3.826086957,47,352,6.663043478,49,613,2.054347826,5,189,15,15,15,0,92,92,92,1,3,3,3,0,0,0,1.010869565,6,93,887,2.489130435,13,229,1,2
0,0.5,1,1,1,1,2,1,1,2,0,0,0,0,2,2,2,1,0,0,0,0,0,0,1.5,3,3,9,1,1,2,1,0
0,0.777777778,2,7,1,1,9,1,1,9,0,0,0,0,9,9,9,1,0,0,0,0,0,0,2.333333333,5,21,32,1,1,9,1,0
0,3.333333333,9,10,2.666666667,6,8,1.333333333,2,4,0,0,0,0,3,3,3,1,0,0,0,0,0,0,0.333333333,1,1,23,1.666666667,3,5,1,0
0,3.25,9,13,8.5,18,34,2,3,8,4,4,4,0,4,4,4,1,0,0,0,0,0,0,1.5,4,6,54,2.5,4,10,1,0
0,2.333333333,6,7,3.666666667,6,11,1.333333333,2,4,3,3,3,0,3,3,3,1,0,0,0,0,0,0,1.333333333,4,4,26,1.333333333,2,4,1,1
0,3.5,7,7,12.5,24,25,2.5,4,5,0,0,0,0,2,2,2,1,0,0,0,0,0,0,1.5,2,3,37,3.5,6,7,1,1
0,10,29,30,12.66666667,34,38,1.333333333,2,4,2,2,2,0,3,3,3,1,0,0,0,0,0,0,1,3,3,53,4,10,12,1,0
0,4.9,14,98,7.65,34,153,0.75,2,15,4,4,4,0,20,20,20,1,0,0,0,0,0,0,1.75,5,35,197,2.9,10,58,1,0
0,11.33333333,33,34,14.33333333,39,43,2,4,6,2,2,2,0,3,3,3,1,2,2,2,0,0,0,1,3,3,63,4.333333333,11,13,1,0
0,0,0,0,1,1,3,1,1,3,1,1,1,0,3,3,3,1,0,0,0,0,0,0,0.666666667,1,2,13,1,1,3,1,0
0,1.333333333,3,4,2,4,6,1.333333333,2,4,1,1,1,0,3,3,3,1,0,0,0,0,0,0,0.333333333,1,1,18,1.333333333,2,4,1,0
0,2.333333333,6,7,3.666666667,7,11,1.333333333,2,4,2,2,2,0,3,3,3,1,0,0,0,0,0,0,1,3,3,25,1.333333333,2,4,1,0
0,0.5,1,1,1,1,2,1,1,2,0,0,0,0,2,2,2,1,0,0,0,0,0,0,1.5,3,3,9,1,1,2,1,0
0,1.444444444,4,13,1.888888889,5,17,1.222222222,2,11,0,0,0,0,9,9,9,1,0,0,0,0,0,0,2.333333333,5,21,43,1.222222222,2,11,1,0
0,1.625,12,13,3.75,22,30,1,1,8,1,1,1,0,8,8,8,1,0,0,0,0,0,0,2,4,16,52,1.75,7,14,1,0
0,1.25,9,10,2.375,12,19,1,1,8,0,0,0,0,8,8,8,1,0,0,0,0,0,0,1.875,3,15,40,1.5,5,12,1,0
0,1.25,9,10,2.375,12,19,1,1,8,0,0,0,0,8,8,8,1,0,0,0,0,0,0,1.875,3,15,40,1.5,5,12,1,0
0,3,8,9,5,13,15,1.333333333,2,4,0,0,0,0,3,3,3,1,2,2,2,0,0,0,0.333333333,1,1,31,1.666666667,3,5,1,1
0,1.756756757,7,65,1.891891892,17,70,1.135135135,4,42,1,1,1,0,35,35,35,1,17,17,17,2,2,2,0.783783784,2,29,187,1.216216216,5,45,1,2
0,0.923076923,2,12,1.538461538,6,20,1.076923077,2,14,4,4,4,0,13,13,13,1,0,0,0,0,0,0,0.538461538,2,7,58,1.076923077,2,14,1,0
0,0.5,1,1,2.5,5,5,1.5,2,3,0,0,0,0,1,1,1,1,2,2,2,1,1,1,0.5,1,1,16,1.5,2,3,1,0
0,0.666666667,1,2,1,1,3,1,1,3,1,1,1,0,3,3,3,1,0,0,0,0,0,0,0.333333333,1,1,14,1,1,3,1,0
0,0.5,1,1,1,1,2,1,1,2,0,0,0,0,2,2,2,1,0,0,0,0,0,0,1.5,3,3,9,1,1,2,1,0
0,1,4,10,3,11,30,1,1,10,0,0,0,0,10,10,10,1,0,0,0,0,0,0,2.1,5,21,55,2,6,20,1,0
0,1.25,9,10,2.375,12,19,1,1,8,0,0,0,0,8,8,8,1,0,0,0,0,0,0,1.875,3,15,40,1.5,5,12,1,0
0,1.25,9,10,2.375,12,19,1,1,8,0,0,0,0,8,8,8,1,0,0,0,0,0,0,1.875,3,15,40,1.5,5,12,1,0
0,0.5,1,1,1,1,2,1,1,2,0,0,0,0,2,2,2,1,0,0,0,0,0,0,1.5,3,3,9,1,1,2,1,0
0,1,2,9,1,1,9,1,1,9,0,0,0,0,9,9,9,1,0,0,0,0,0,0,2.333333333,5,21,32,1,1,9,1,0
0,0.5,1,1,1,1,2,1,1,2,0,0,0,0,2,2,2,1,0,0,0,0,0,0,1.5,3,3,9,1,1,2,1,0
0,1,2,9,1,1,9,1,1,9,0,0,0,0,9,9,9,1,0,0,0,0,0,0,2.333333333,5,21,32,1,1,9,1,0
0,0.333333333,1,1,0.666666667,1,2,1,1,3,0,0,0,0,3,3,3,1,0,0,0,0,0,0,0.333333333,1,1,12,1,1,3,1,0
0,1.333333333,3,4,1.333333333,2,4,1,1,3,0,0,0,0,3,3,3,1,0,0,0,0,0,0,0.666666667,2,2,15,1,1,3,1,0
0,0.5,1,1,1,1,2,1,1,2,0,0,0,0,2,2,2,1,0,0,0,0,0,0,1.5,3,3,9,1,1,2,1,0
0,0.777777778,2,7,1,1,9,1,1,9,0,0,0,0,9,9,9,1,0,0,0,0,0,0,2.333333333,5,21,32,1,1,9,1,0
0,0.5,1,1,1,1,2,1,1,2,0,0,0,0,2,2,2,1,0,0,0,0,0,0,1.5,3,3,9,1,1,2,1,0
0,2.9,18,29,4.1,32,41,1.2,3,12,0,0,0,0,10,10,10,1,1,1,1,0,0,0,2.3,5,23,70,2.1,12,21,1,0
0,1,1,2,1,1,2,1,1,2,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,10,1,1,2,1,0
0,10.66666667,31,32,9,25,27,1,1,3,0,0,0,0,3,3,3,1,0,0,0,0,0,0,0.666666667,2,2,39,3.333333333,8,10,1,0
0,10.66666667,31,32,9,25,27,1,1,3,0,0,0,0,3,3,3,1,0,0,0,0,0,0,0.666666667,2,2,39,3.333333333,8,10,1,0
0,10.66666667,31,32,9,25,27,1,1,3,0,0,0,0,3,3,3,1,0,0,0,0,0,0,0.666666667,2,2,39,3.333333333,8,10,1,0
0,10.66666667,31,32,9,25,27,1,1,3,0,0,0,0,3,3,3,1,0,0,0,0,0,0,0.666666667,2,2,39,3.333333333,8,10,1,0
0,1.333333333,3,4,1.666666667,3,5,1,1,3,0,0,0,0,3,3,3,1,0,0,0,0,0,0,0.333333333,1,1,16,1,1,3,1,0
0,1.5,3,3,2,3,4,1,1,2,2,2,2,0,2,2,2,1,0,0,0,0,0,0,1.5,3,3,14,1,1,2,1,1
0,0.666666667,1,2,1,1,3,1,1,3,1,1,1,0,3,3,3,1,0,0,0,0,0,0,0.333333333,1,1,13,1,1,3,1,0
0,0.666666667,1,2,1,1,3,1,1,3,1,1,1,0,3,3,3,1,0,0,0,0,0,0,0.333333333,1,1,13,1,1,3,1,0
0,1.333333333,3,4,1.333333333,2,4,1,1,3,0,0,0,0,3,3,3,1,0,0,0,0,0,0,0.333333333,1,1,15,1,1,3,1,0
0,0.666666667,1,2,1,1,3,1,1,3,1,1,1,0,3,3,3,1,0,0,0,0,0,0,0.333333333,1,1,13,1,1,3,1,0
0,2.5,8,10,4.75,12,19,1.25,2,5,3,3,3,0,4,4,4,1,0,0,0,0,0,0,1.5,3,6,40,1.5,3,6,1,0
0,0.666666667,1,2,1,1,3,1,1,3,1,1,1,0,3,3,3,1,0,0,0,0,0,0,0.333333333,1,1,13,1,1,3,1,0
0,0.666666667,1,2,1,1,3,1,1,3,1,1,1,0,3,3,3,1,0,0,0,0,0,0,0.333333333,1,1,13,1,1,3,1,0
0,3,9,12,3,9,12,1.5,3,6,1,1,1,0,4,4,4,1,0,0,0,0,0,0,0.25,1,1,30,1.5,3,6,1,0
0,0.666666667,1,2,1,1,3,1,1,3,1,1,1,0,3,3,3,1,0,0,0,0,0,0,0.333333333,1,1,13,1,1,3,1,0
0,1,1,2,1,1,2,1,1,2,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,9,1,1,2,1,0
0,3,7,9,5.333333333,12,16,1.333333333,2,4,2,2,2,0,3,3,3,1,0,0,0,0,0,0,1,3,3,35,2,4,6,1,0
0,0.666666667,1,2,1,1,3,1,1,3,1,1,1,0,3,3,3,1,0,0,0,0,0,0,0.333333333,1,1,13,1,1,3,1,0
0,3,8,9,5,13,15,2,4,6,1,1,1,0,3,3,3,1,0,0,0,0,0,0,0.333333333,1,1,31,2,4,6,1,0
0,1,2,3,1,1,3,1,1,3,1,1,1,0,3,3,3,1,0,0,0,0,0,0,0.333333333,1,1,14,1,1,3,1,0
0,0.5,1,1,1,1,2,1,1,2,0,0,0,0,2,2,2,1,0,0,0,0,0,0,1.5,3,3,9,1,1,2,1,0
0,1.444444444,4,13,1.888888889,5,17,1.222222222,2,11,0,0,0,0,9,9,9,1,0,0,0,0,0,0,2.333333333,5,21,43,1.222222222,2,11,1,0
0,0.666666667,1,2,1,1,3,1,1,3,0,0,0,0,3,3,3,1,0,0,0,0,0,0,0.333333333,1,1,13,1,1,3,1,0
0,0.5,1,1,1,1,2,1,1,2,0,0,0,0,2,2,2,1,0,0,0,0,0,0,1.5,3,3,9,1,1,2,1,0
0,1,4,10,3,11,30,1,1,10,0,0,0,0,10,10,10,1,0,0,0,0,0,0,2.1,5,21,55,2,6,20,1,0
0,4.333333333,11,13,8,18,24,1.333333333,2,4,4,4,4,0,3,3,3,1,0,0,0,0,0,0,1.666666667,5,5,44,2.333333333,5,7,1,1
0,4,10,12,7,15,21,1.333333333,2,4,4,4,4,0,3,3,3,1,0,0,0,0,0,0,1.666666667,5,5,41,2,4,6,1,0
0,0,0,0,1,1,2,1,1,2,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,9,1,1,2,1,0
0,2,5,6,4.666666667,12,14,1,1,3,0,0,0,0,3,3,3,1,0,0,0,0,0,0,0.666666667,2,2,25,2.666666667,6,8,1,0
0,3.333333333,9,10,6.666666667,18,20,1,1,3,0,0,0,0,3,3,3,1,0,0,0,0,0,0,0.666666667,2,2,31,3.333333333,8,10,1,0
0,0,0,0,2,2,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,2,2,2,8,1,1,1,1,0
0,3.333333333,9,10,6.666666667,18,20,1,1,3,0,0,0,0,3,3,3,1,0,0,0,0,0,0,0.666666667,2,2,31,3.333333333,8,10,1,0
0,0.5,1,1,1,1,2,1,1,2,0,0,0,0,2,2,2,1,0,0,0,0,0,0,1.5,3,3,9,1,1,2,1,0
0,1,4,10,3,11,30,1,1,10,0,0,0,0,10,10,10,1,0,0,0,0,0,0,2.1,5,21,55,2,6,20,1,0
0,0,0,0,2,2,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,2,2,2,8,1,1,1,1,0
0,0.5,1,1,1,1,2,1,1,2,0,0,0,0,2,2,2,1,0,0,0,0,0,0,1.5,3,3,9,1,1,2,1,0
0,0.777777778,2,7,1,1,9,1,1,9,0,0,0,0,9,9,9,1,0,0,0,0,0,0,2.333333333,5,21,32,1,1,9,1,0
0,3.166666667,19,38,7.5,25,90,1.5,3,18,7,7,7,0,12,12,12,1,4,4,4,0,0,0,0.75,1,9,134,2.75,9,33,1,1
0,4,10,16,10.75,17,43,2.25,3,9,3,3,3,0,2,2,2,1,1,1,1,2,2,2,1.25,2,5,61,3,5,12,1,1
0,1.8,3,9,4.4,9,22,1.4,3,7,1,1,1,0,5,5,5,1,0,0,0,0,0,0,1.4,3,7,45,1.4,3,7,1,1
0,6,25,60,9.8,47,98,1.6,4,16,6,6,6,0,10,10,10,1,0,0,0,0,0,0,1,3,10,135,2.8,9,28,1,1
